Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type
Mota,Vanuatu,Stratovolcano,,,Melanesia and Australia,Vanuatu,-13.85,167.68,411,
Merig,Vanuatu,Stratovolcano,,,Melanesia and Australia,Vanuatu,-14.32,167.8,125,
Paama Island,Vanuatu,Complex,,,Melanesia and Australia,Vanuatu,-16.47,168.23,544,
Fatmalapa,Vanuatu,Stratovolcano(es),,,Melanesia and Australia,Vanuatu,-17.57,168.37,500,
William,Vanuatu,Stratovolcano,,,Melanesia and Australia,Vanuatu,-18.7,169.08,886,
Emae,Vanuatu,Complex,,,Melanesia and Australia,Vanuatu,-17.063,168.381,629,
Pumpan,Vanuatu,Stratovolcano,,,Melanesia and Australia,Vanuatu,-18.85,169.12,802,
Melkum,Vanuatu,Stratovolcano(es),,,Melanesia and Australia,Vanuatu,-18.85,169.05,758,
East Tanna Volcano,Vanuatu,Stratovolcano,,,Melanesia and Australia,Vanuatu,-19.42,169.45,552,
Unnamed,Vanuatu,Submarine,,,Melanesia and Australia,Vanuatu,-17.292,168.575,-551,
Maer Volcanic Province,Australia,Pyroclastic cone(s),,,Melanesia and Australia,Australia,-9.717,143.833,171,
Piebald Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-15.23,145.03,420,
Mclean Volcanic Province,Australia,Pyroclastic cone(s),,,Melanesia and Australia,Australia,-15.87,144.83,610,
Atherton Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-17.3,145.72,1160,
McBride Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-18.33,144.55,1020,
Fox,Australia,Pyroclastic cone,,,Melanesia and Australia,Australia,-18.85,145.8,840,
Chudleigh Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-19.73,144.2,1000,
Nulla Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-19.82,145.08,840,
Sturgeon Volcanic Province,Australia,Shield(s),,,Melanesia and Australia,Australia,-20.35,144.25,0,
Bundaberg-Boyne Province,Australia,Pyroclastic cone(s),,,Melanesia and Australia,Australia,-25.58,151.87,330,
Imun,Indonesia,Lava cone,,,Indonesia,Sumatra,2.156,98.934,1503,
Kunyit,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-2.274,101.483,2151,
"Lumut, Bukit",Indonesia,Stratovolcano,,,Indonesia,Sumatra,-3.224,102.205,1738,
"Tiga, Bukit",Indonesia,Stratovolcano,,,Indonesia,Sumatra,-3.308,102.256,1629,
Besar,Indonesia,Stratovolcano?,,,Indonesia,Sumatra,-4.437,103.671,1900,
Pesawaran-Ratai,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-5.505,105.093,1575,
Pulau Weh,Indonesia,Stratovolcano,,,Indonesia,Sumatra,5.82,95.28,617,
Olim,Indonesia,Fissure vent(s),,,Indonesia,Sumatra,5.2,96.18,0,
Teu Minas,Indonesia,Stratovolcano,,,Indonesia,Sumatra,5.17,96.43,0,
Geureugoh,Indonesia,Fissure vent(s),,,Indonesia,Sumatra,5.15,96.67,0,
"Tudeuk, Gunung",Indonesia,Lava dome,,,Indonesia,Sumatra,5,96.57,0,
Nama Salah,Indonesia,Unknown,,,Indonesia,Sumatra,4.65,96.78,0,
"Telago, Gunung",Indonesia,Unknown,,,Indonesia,Sumatra,4.47,96.82,1930,
"Sembuang, Gunung",Indonesia,Explosion crater,,,Indonesia,Sumatra,4.62,97.42,0,
Geureudong,Indonesia,Stratovolcano,,,Indonesia,Sumatra,4.813,96.82,2885,
Kembar,Indonesia,Shield,,,Indonesia,Sumatra,3.85,97.664,2245,
Bekulap,Indonesia,Lava dome(s) ?,,,Indonesia,Sumatra,3.288,98.351,1782,
Takur-Takur,Indonesia,Unknown,,,Indonesia,Sumatra,3.222,98.627,1499,
"Tenaroh, Bukit",Indonesia,Unknown,,,Indonesia,Sumatra,3.12,98.63,0,
Simbolon,Indonesia,Stratovolcano,,,Indonesia,Sumatra,3.02,98.9,1509,
Martimbang,Indonesia,Stratovolcano,,,Indonesia,Sumatra,1.96,98.968,1669,
Maninjau,Indonesia,Caldera,,,Indonesia,Sumatra,-0.35,100.2,1724,
"Telor, Bukit",Indonesia,Pyroclastic cone,,,Indonesia,Sumatra,-1.245,103.523,38,
Masurai,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-2.503,101.858,2916,
Raja,Indonesia,Unknown,,,Indonesia,Sumatra,-4.83,104.08,1643,
Pesagi,Indonesia,Unknown,,,Indonesia,Sumatra,-4.92,104.15,2232,
Sukadana Basalts,Indonesia,Fissure vent,,,Indonesia,Sumatra,-5.25,105.65,300,
"Simacak, Uruk",Indonesia,Stratovolcano,,,Indonesia,Sumatra,3.237,98.433,1908,
Barus,Indonesia,Stratovolcano,,,Indonesia,Sumatra,3.204,98.564,1969,
Seulawah Inong,Indonesia,Unknown,,,Indonesia,Sumatra,5.43,95.77,730,
Melintang,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-0.32,100.67,2262,
Tujuh,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-1.7,101.42,2732,
Runcing,Indonesia,Unknown,,,Indonesia,Sumatra,-1.755,101.627,1789,
Isau-Isau,Indonesia,Unknown,,,Indonesia,Sumatra,-3.967,103.643,1422,
"Nanti, Bukit",Indonesia,Unknown,,,Indonesia,Sumatra,-4.2,103.85,1619,
Tanggamus,Indonesia,Stratovolcano,,,Indonesia,Sumatra,-5.427,104.675,2079,
Wayang-Windu,Indonesia,Lava dome,,,Indonesia,Java,-7.213,107.637,2184,
Malabar,Indonesia,Stratovolcano,,,Indonesia,Java,-7.132,107.639,2307,
"Putri, Gunung",Indonesia,Lava dome,,,Indonesia,Java,-7.136,108.076,1538,
Malang Plain,Indonesia,Maar(s),,,Indonesia,Java,-8.067,112.733,662,
Lurus,Indonesia,Complex,,,Indonesia,Java,-7.739,113.58,507,
Endut,Indonesia,Stratovolcano,,,Indonesia,Java,-6.62,106.37,1297,
Halimun,Indonesia,Stratovolcano,,,Indonesia,Java,-6.72,106.45,1929,
Halimun,Indonesia,Stratovolcano,,,Indonesia,Java,-6.846,106.563,1741,
Kancana,Indonesia,Stratovolcano,,,Indonesia,Java,-6.897,107.041,1213,
Tilu,Indonesia,Stratovolcano,,,Indonesia,Java,-7.156,107.529,2042,
"Kamojang, Kawah",Indonesia,Stratovolcano(es),,,Indonesia,Java,-7.125,107.8,1730,
Cakrabuana,Indonesia,Stratovolcano,,,Indonesia,Java,-7.03,108.13,1721,
Lasem,Indonesia,Stratovolcano,,,Indonesia,Java,-6.68,111.52,806,
Ringgit,Indonesia,Stratovolcano,,,Indonesia,Java,-7.72,113.85,1250,
Gede,Indonesia,Unknown,,,Indonesia,Java,-5.93,106.07,595,
Cibugis,Indonesia,Stratovolcano,,,Indonesia,Java,-6.5,106.57,613,
Kendeng,Indonesia,Stratovolcano,,,Indonesia,Java,-6.768,106.526,1732,
Sanggabuana,Indonesia,Stratovolcano,,,Indonesia,Java,-6.58,107.22,1291,
Kancana,Indonesia,Stratovolcano,,,Indonesia,Java,-7.32,107.63,2182,
Mandalagiri,Indonesia,Stratovolcano,,,Indonesia,Java,-7.4,107.78,1831,
Cikuray,Indonesia,Stratovolcano,,,Indonesia,Java,-7.322,107.86,2784,
Mandalawangi-Haruman,Indonesia,Stratovolcano,,,Indonesia,Java,-7.05,107.87,1663,
Canlancang,Indonesia,Unknown,,,Indonesia,Java,-6.97,107.95,1667,
Sedakeling,Indonesia,Stratovolcano,,,Indonesia,Java,-7.12,108.03,1676,
Sawal,Indonesia,Stratovolcano,,,Indonesia,Java,-7.18,108.27,1764,
Selokaki,Indonesia,Stratovolcano,,,Indonesia,Java,-7.83,112.35,1083,
Argowayang,Indonesia,Stratovolcano,,,Indonesia,Java,-7.77,112.43,2198,
Poco Leok,Indonesia,Stratovolcano,,,Indonesia,Lesser Sunda Islands,-8.68,120.48,1675,
Ilikedeka,Indonesia,Stratovolcano,,,Indonesia,Lesser Sunda Islands,-8.301,122.907,823,
Merbuk,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.226,114.653,1359,
Patas,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.261,114.817,1390,
Seraja,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.377,115.654,1142,
Punikan,Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.47,116.13,1490,
"Lambuwu, Doro",Indonesia,Stratovolcano,,,Indonesia,Lesser Sunda Islands,-8.362,118.497,1602,
"Maria, Doro",Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.483,118.924,1423,
"Saboke, Doro",Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.68,119.12,1000,
Gilibanta,Indonesia,Stratovolcano?,,,Indonesia,Lesser Sunda Islands,-8.42,119.32,363,
"Otota, Doro",Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.72,119.42,518,
"Ora, Doro",Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.75,119.67,668,
"Beliling, Gunung",Indonesia,Unknown,,,Indonesia,Lesser Sunda Islands,-8.62,119.97,1153,
Sangenges,Indonesia,Stratovolcano,,,Indonesia,Lesser Sunda Islands,-8.58,117.122,1824,
Tarowa,Indonesia,Caldera,,,Indonesia,Lesser Sunda Islands,-8.704,118.161,755,
Lompobatang,Indonesia,Stratovolcano,,,Indonesia,Sulawesi,-5.35,119.92,2871,
Lipang,Indonesia,Stratovolcano,,,Indonesia,Sangihe Islands,3.911,125.39,126,
Napo Taroare,Indonesia,Submarine,,,Indonesia,Sangihe Islands,4.048,125.345,0,
Kawalusu,Indonesia,Stratovolcano,,,Indonesia,Sangihe Islands,4.232,125.329,239,
North Kawio,Indonesia,Submarine,,,Indonesia,Sangihe Islands,4.684,125.468,109,
Kawio Barat,Indonesia,Submarine,,,Indonesia,Sangihe Islands,4.675,125.088,-1874,
Hamiding,Indonesia,Unknown,,,Indonesia,Halmahera,1.62,127.82,1204,
Tawau Hills,Malaysia,Pyroclastic cone,,,Indonesia,Borneo,4.383,117.95,1077,
Usun Apau Plateau,Malaysia,Unknown,,,Indonesia,Borneo,2.75,114.67,0,
Linau-Balui Plateau,Malaysia,Unknown,,,Indonesia,Borneo,2.35,114.1,0,
"Kajang Plateau, Bukit",Malaysia,Unknown,,,Indonesia,Borneo,2.33,113.67,0,
Nuit,Malaysia,Unknown,,,Indonesia,Borneo,1.02,109.93,1701,
Mostyn,Malaysia,Fissure vent(s) ?,,,Indonesia,Borneo,4.6,118.18,0,
Jolo,Philippines,Pyroclastic cone(s),,,Philippines and SE Asia,Sulu Islands,6,121.125,811,
Balatukan,Philippines,Compound,,,Philippines and SE Asia,Mindanao,8.77,124.98,2450,
Paco-Maniayao,Philippines,Stratovolcano,,,Philippines and SE Asia,Mindanao,9.593,125.52,664,
Blit,Philippines,Unknown,,,Philippines and SE Asia,Mindanao,6.958,124.23,1198,
Quezon,Philippines,Lava dome(s),,,Philippines and SE Asia,Mindanao,6.58,124.62,652,
Kitabud,Philippines,Unknown,,,Philippines and SE Asia,Mindanao,7.285,124.662,1167,
Imbing,Philippines,Stratovolcano(es),,,Philippines and SE Asia,Mindanao,7.68,123.23,700,
Kaladis,Philippines,Stratovolcano,,,Philippines and SE Asia,Mindanao,7.58,122.97,0,
Ampiro,Philippines,Stratovolcano?,,,Philippines and SE Asia,Mindanao,8.388,123.63,1532,
Nelangaapan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,9.932,125.27,687,
Ilihan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,10.483,125.122,903,
Alto,Philippines,Compound,,,Philippines and SE Asia,Central Philippines,11.108,124.75,1350,
Cancajanag,Philippines,Lava dome(s),,,Philippines and SE Asia,Central Philippines,11.07,124.78,900,
Maripipi,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,11.8,124.33,924,
Hingatungan,Philippines,Stratovolcano,,,Philippines and SE Asia,Central Philippines,10.594,125.101,796,
Lobi,Philippines,Stratovolcano,,,Philippines and SE Asia,Central Philippines,11.013,124.812,1302,
Pacdahauan,Philippines,Unknown,,,Philippines and SE Asia,Central Philippines,11.404,124.509,628,
Amorong Group,Philippines,Lava dome(s),,,Philippines and SE Asia,Luzon,15.825,120.742,369,
Santo Tomas,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,16.33,120.55,2260,
Gate Mountains,Philippines,Unknown,,,Philippines and SE Asia,Luzon,12.6,123.997,559,
Malinao,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.416,123.608,1548,
Sangay,Philippines,Unknown,,,Philippines and SE Asia,Luzon,13.52,123.53,0,
Cone-Culasi,Philippines,Volcanic field,,,Philippines and SE Asia,Luzon,13.92,123.02,959,
Labo,Philippines,Compound,,,Philippines and SE Asia,Luzon,14.02,122.792,1544,
Dagit-Dagitan,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.53,121.078,364,
Panay,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,13.723,120.893,501,
Malepunyo,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,14.95,121.23,963,
Anilao Hill,Philippines,Pyroclastic cone,,,Philippines and SE Asia,Luzon,13.9,121.18,358,
Cariliao,Philippines,Stratovolcano,,,Philippines and SE Asia,Luzon,14.13,120.75,656,
Corregidor,Philippines,Caldera,,,Philippines and SE Asia,Luzon,14.4,120.58,173,
Matarem,Philippines,Compound,,,Philippines and SE Asia,North of Luzon,20.38,121.93,459,
Leizhou Bandao,China,Volcanic field,,,Philippines and SE Asia,Southeast Asia,20.78,110.17,259,
Lower Chindwin,Burma (Myanmar),Volcanic field,,,Philippines and SE Asia,Southeast Asia,22.28,95.1,385,
Weizhoudao,China,Shield,,,Philippines and SE Asia,Southeast Asia,21.05,109.13,0,
Unnamed,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,19.45,105.53,0,
Unnamed,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,19.32,105.53,0,
Vinkh-Linkh,Vietnam,Cone,,,Philippines and SE Asia,Southeast Asia,17.08,107.05,0,
Ban Chay,Cambodia-Vietnam,Volcanic field,,,Philippines and SE Asia,Southeast Asia,14,107.5,0,
Pleiku-Bantour Volcanic Field,Vietnam,Cone(s),,,Philippines and SE Asia,Southeast Asia,13.85,108.1,1028,
Darlac Volcanic Field,Vietnam,Cone(s),,,Philippines and SE Asia,Southeast Asia,12.88,108.2,0,
Bas Song Be,Vietnam,Volcanic field,,,Philippines and SE Asia,Southeast Asia,11.67,106.67,0,
Pailin,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.9,102.6,0,
Cham,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.1,105.6,0,
Chup,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,11.9,105.82,0,
Snoul,Cambodia,Unknown,,,Philippines and SE Asia,Southeast Asia,12.1,106.4,0,
Haut Song Be,Cambodia,Volcanic field,,,Philippines and SE Asia,Southeast Asia,12.05,107.25,0,
Bolaven Plateau,Laos,Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,15.142,106.45,1350,
Buriram,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,15,103,0,
Chanthaburi,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,12.5,102.2,0,
Lampang,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,18.3,99.6,0,
Ban Chiang Khian,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,19.8,100,0,
Ban Hui Sai,Thailand,Unknown,,,Philippines and SE Asia,Southeast Asia,20.3,100.3,0,
Kuantan Basalt,Malaysia,Cone,,,Philippines and SE Asia,Southeast Asia,3.886,103.365,10,
Medaw Island,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,11.72,98.67,115,
Thaton,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,17.42,96.95,30,
Namyong,Burma (Myanmar),Fissure vent(s),,,Philippines and SE Asia,Southeast Asia,25.68,96.43,508,
Gaojianshi,China,Unknown,,,Philippines and SE Asia,Southeast Asia,17,112.5,0,
Bokeo Volcanic Field,Cambodia,Pyroclastic cone(s),,,Philippines and SE Asia,Southeast Asia,13.5,107.2,500,
Tsaolingshan,Taiwan,Shield,,,"Japan, Taiwan, Marianas",Taiwan,24.83,121.28,347,
Chilung Group,Taiwan,Lava dome(s),,,"Japan, Taiwan, Marianas",Taiwan,25.08,121.85,729,
Huapinghsu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.424,121.946,51,
Mienhuayu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.484,122.106,29,
Pengchiahsu,Taiwan,Stratovolcano,,,"Japan, Taiwan, Marianas",Taiwan,25.63,122.08,120,
Kogajajima,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.879,129.625,301,
Kobi-sho,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,25.919,123.682,117,
Gajajima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,29.904,129.541,452,
Kuroshima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.825,129.94,622,
Sendai,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.731,130.451,677,
Satsuma Maru-yama,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.799,130.411,218,
Imuta,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.819,130.463,509,
Hokusatsu,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.872,130.608,703,
Kakuto,Japan,Caldera,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.042,130.767,0,
Sone,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.053,129.083,143,
Ojikajima,Japan,Shield(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.199,129.051,95,
Taradake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.984,130.079,1076,
Kinpo,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,32.811,130.641,665,
Yabakei,Japan,Caldera,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.169,131.221,800,
Hane-yama,Japan,Shield,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.228,131.133,1140,
Hohi,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.284,131.319,1236,
Futago,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.58,131.604,720,
Hime-shima Volcanic Group,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.718,131.669,267,
Kurose,Japan,Volcanic remnant,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.695,130.233,8,
Iki Volcanic Group,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,33.738,129.712,213,
Tokara Hirase,Japan,Unknown,,,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,30.036,130.058,27,
Mutsure-jima,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,33.974,130.866,104,
Shikuma,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.098,131.761,504,
Tokuyama-Mitake,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,34.189,131.844,790,
Sengoku,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.186,131.76,661,
Chojagahara,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,34.271,131.669,390,
Aonoyama,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,34.459,131.798,908,
Oetaka-yama,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,35.061,132.431,808,
Yokote,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.201,133.267,967,
Noro,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,35.41,133.182,180,
Daikon-jima,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,35.493,133.174,42,
Tsuruta,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.338,133.422,301,
Daisen,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.368,133.549,1729,
Ogino-Sen,Japan,Pyroclastic cone(s),,,"Japan, Taiwan, Marianas",Honshu,35.437,134.444,1310,
Takara,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.343,134.922,350,
Nanzaki,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,34.604,138.832,106,
Jaishi,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,34.71,138.786,520,
Tanaba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.907,138.852,1035,
Daruma,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.952,138.843,982,
Tenshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.924,138.968,608,
Usami,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,34.968,139.063,592,
Taga,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.078,139.031,798,
Yugawara,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.173,139.029,1004,
Ashitaka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.238,138.794,1504,
Kurofuji,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,35.8,138.513,1764,
Yatsugatake,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,35.968,138.373,2899,
Kirigamine,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,36.1,138.2,1925,
Utsukushigahara,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,36.223,138.111,2034,
Ueno,Japan,Shield,,,"Japan, Taiwan, Marianas",Honshu,35.59,137.505,606,
Yuga-mine,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,35.802,137.284,1067,
Eboshi-Washigatake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.937,136.974,1672,
Bishamon-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.936,136.795,1386,
Dainichiga-take,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,35.998,136.841,1709,
Ryohaku Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.046,136.8,1786,
Gankyoji,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.054,136.743,1691,
Kyoga-take,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.043,136.625,1671,
Dainichi-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.15,136.5,1369,
Tomuro,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,36.528,136.75,548,
Kamitakara,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.2,137.502,1831,
Hodakadake,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,36.286,137.651,3190,
Momisawa-dake,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.364,137.611,2755,
Kaminoroka,Japan,Unknown,,,"Japan, Taiwan, Marianas",Honshu,36.471,137.599,2465,
Shirouma-Oike,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.786,137.802,2469,
Madarao,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.834,138.278,1382,
Kurohime,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.81,138.13,2053,
Iizuna,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.736,138.137,1917,
Motodori,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,36.717,138.247,745,
Minakami,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Honshu,36.551,138.226,659,
Eboshi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.43,138.39,2227,
Hanamagari,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.408,138.649,1757,
Azumayasan,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.541,138.412,2323,
Omeshi-dake,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.626,138.461,2160,
Takayashiro,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.796,138.407,1351,
Sekita,Japan,Stratovolcano?,,,"Japan, Taiwan, Marianas",Honshu,36.974,138.386,1289,
Kenashi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.895,138.489,1650,
Torikabuto,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.836,138.587,2038,
Naeba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.843,138.694,2145,
Iiji,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.953,138.836,1112,
Masugata,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,37.075,138.833,749,
Komochi-Onoko,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.589,139.001,1296,
Sukai-Kesemaru,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.687,139.34,2144,
Numanokami,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.772,139.279,1541,
Hotaka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.802,139.136,2158,
Ayame-daira,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,36.895,139.243,1969,
Kinunuma-Nenakusa,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Honshu,36.88,139.375,2141,
Nyoho-Akanagi,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,36.808,139.54,2483,
Futamata,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.243,139.97,1544,
Aizu Nunobiki,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.321,140.018,1108,
Asakusa,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.341,139.237,1585,
Sumon,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.395,139.14,1537,
Sunagohara,Japan,Caldera,,,"Japan, Taiwan, Marianas",Honshu,37.454,139.688,729,
Nekoma,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,37.617,140.011,1404,
Aoso,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.082,140.611,820,
Shirataka,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.22,140.176,994,
Ganto-Kamuro,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Honshu,38.196,140.48,1485,
Adachi,Japan,Pyroclastic cone,,,"Japan, Taiwan, Marianas",Honshu,38.218,140.654,0,
Daito,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Honshu,38.299,140.527,1366,
